return_id,order_id,product_id,return_date,return_reason,return_quantity,refund_amount,customer_id,order_date,product_name,category
RET-027777,440347,764,2016-11-04,wrong_size,1,3378.79,20399,2016-10-19,HanoiStreet RP-52,Outdoor
RET-027778,440350,1527,2016-11-04,defective,1,3877.88,70599,2016-10-21,VietMode RP-19,Outdoor
RET-027779,440377,791,2016-11-06,not_as_described,1,820.07,109804,2016-10-20,HanoiStreet RP-79,Outdoor
RET-027780,440377,792,2016-11-11,not_as_described,7,5016.16,109804,2016-10-20,HanoiStreet RP-80,Outdoor
RET-027781,440378,2332,2016-11-07,defective,1,5445.64,96273,2016-10-18,VietMotion UE-06,Streetwear
RET-027782,440382,1008,2016-11-04,late_delivery,7,21737.76,79099,2016-10-18,HanoiStreet YY-09,GenZ
RET-027783,440406,735,2016-11-14,wrong_size,6,27231.26,108482,2016-10-20,HanoiStreet RP-23,Outdoor
RET-027784,440406,736,2016-11-09,late_delivery,1,4126.98,108482,2016-10-20,HanoiStreet RP-24,Outdoor
RET-027785,440412,2215,2016-11-01,not_as_described,4,17280.55,143204,2016-10-19,VietMotion RP-12,Outdoor
RET-027786,440443,1596,2016-11-06,wrong_size,2,8985.49,138737,2016-10-17,VietMode RS-34,Outdoor
RET-027787,440466,1991,2016-11-12,changed_mind,8,27647.83,148483,2016-10-20,UrbanVN RS-10,Outdoor
RET-027788,440472,2385,2016-11-12,changed_mind,1,8032.48,57892,2016-10-19,VietMotion UC-33,Streetwear
RET-027789,440482,2064,2016-11-16,changed_mind,3,19343.62,13295,2016-10-20,UrbanVN UE-24,Streetwear
RET-027790,440483,650,2016-11-14,wrong_size,2,11676.59,14308,2016-10-20,SaigonFlex UC-15,Streetwear
RET-027792,440516,782,2016-11-05,wrong_size,4,4518.12,22166,2016-10-18,HanoiStreet RP-70,Outdoor
RET-027794,440628,781,2016-11-02,not_as_described,3,3567.87,151250,2016-10-20,HanoiStreet RP-69,Outdoor
RET-027795,440640,2269,2016-11-01,wrong_size,3,9877.0,138484,2016-10-18,VietMotion RS-02,Outdoor
RET-027796,440647,1171,2016-11-17,late_delivery,2,8028.81,141194,2016-10-20,MekongFit UE-07,Streetwear
RET-027797,440661,759,2016-11-05,changed_mind,1,1637.31,139487,2016-10-19,HanoiStreet RP-47,Outdoor
RET-027798,440661,760,2016-11-04,defective,2,3576.96,139487,2016-10-19,HanoiStreet RP-48,Outdoor
RET-027799,440681,715,2016-10-29,changed_mind,4,7107.98,146767,2016-10-18,HanoiStreet RP-03,Outdoor
RET-027800,440681,716,2016-11-07,changed_mind,6,9201.71,146767,2016-10-18,HanoiStreet RP-04,Outdoor
RET-027801,440691,497,2016-11-02,defective,4,67248.27,149302,2016-10-22,SaigonFlex UM-02,Streetwear
RET-027805,440764,993,2016-10-31,wrong_size,1,3948.67,126221,2016-10-20,HanoiStreet UC-56,Streetwear
RET-027806,440819,636,2016-11-20,wrong_size,2,19969.85,16502,2016-10-24,SaigonFlex UC-01,Streetwear
RET-027808,440901,826,2016-10-29,not_as_described,1,10871.41,84848,2016-10-21,HanoiStreet UM-10,Streetwear
RET-027809,440966,1335,2016-11-17,late_delivery,1,4134.65,107307,2016-10-23,VietMode RP-27,Outdoor
RET-027810,440966,1336,2016-11-19,late_delivery,2,8849.05,107307,2016-10-23,VietMode RP-28,Outdoor
RET-027812,440992,989,2016-11-15,defective,6,27463.54,139775,2016-10-22,HanoiStreet UC-52,Streetwear
RET-027814,441015,609,2016-11-02,wrong_size,4,38211.72,139629,2016-10-22,SaigonFlex UC-74,Streetwear
RET-027815,441043,780,2016-11-03,not_as_described,2,7941.04,136180,2016-10-24,HanoiStreet RP-68,Outdoor
RET-027816,441075,487,2016-11-08,wrong_size,2,24553.52,41052,2016-10-22,SaigonFlex UM-92,Streetwear
RET-027817,441080,2045,2016-11-09,defective,1,5350.9,42800,2016-10-22,UrbanVN UE-05,Streetwear
RET-027818,441088,769,2016-11-05,changed_mind,4,12467.83,3567,2016-10-26,HanoiStreet RP-57,Outdoor
RET-027819,441088,770,2016-11-04,not_as_described,2,6347.61,3567,2016-10-26,HanoiStreet RP-58,Outdoor
RET-027820,441089,1223,2016-10-29,defective,2,8455.14,3772,2016-10-24,MekongFit UC-25,Streetwear
RET-027821,441123,1069,2016-11-21,not_as_described,1,1933.12,23214,2016-10-26,MekongFit RP-15,Outdoor
RET-027822,441123,1070,2016-11-12,changed_mind,1,1855.03,23214,2016-10-26,MekongFit RP-16,Outdoor
RET-027824,441163,826,2016-11-18,wrong_size,2,24115.23,98639,2016-10-26,HanoiStreet UM-10,Streetwear
RET-027825,441199,2098,2016-11-19,not_as_described,4,12911.79,76566,2016-10-26,UrbanVN YY-02,GenZ
RET-027827,441216,1178,2016-11-11,defective,1,6389.55,124531,2016-10-25,MekongFit UE-14,Streetwear
RET-027828,441217,599,2016-11-05,changed_mind,3,29257.99,124741,2016-10-22,SaigonFlex UC-64,Streetwear
RET-027831,441226,736,2016-10-30,wrong_size,1,4315.64,129044,2016-10-22,HanoiStreet RP-24,Outdoor
RET-027834,441255,487,2016-11-04,changed_mind,1,11710.87,145261,2016-10-26,SaigonFlex UM-92,Streetwear
RET-027835,441317,496,2016-11-12,late_delivery,2,22200.72,150522,2016-10-23,SaigonFlex UM-01,Streetwear
RET-027837,441346,650,2016-11-08,wrong_size,2,10914.52,6997,2016-10-27,SaigonFlex UC-15,Streetwear
RET-027838,441346,1008,2016-11-18,not_as_described,5,14336.12,6997,2016-10-27,HanoiStreet YY-09,GenZ
RET-027839,441358,2345,2016-11-20,defective,3,15980.37,44579,2016-10-27,VietMotion UE-19,Streetwear
RET-027841,441449,759,2016-11-03,defective,1,1789.99,29693,2016-10-27,HanoiStreet RP-47,Outdoor
RET-027842,441449,760,2016-11-07,wrong_size,5,8514.19,29693,2016-10-27,HanoiStreet RP-48,Outdoor
RET-027843,441452,808,2016-11-13,defective,4,15528.82,32056,2016-10-24,HanoiStreet RS-12,Outdoor
RET-027844,441472,567,2016-11-18,not_as_described,2,18976.41,86423,2016-10-25,SaigonFlex UC-32,Streetwear
RET-027846,441495,793,2016-11-11,changed_mind,5,4779.84,125673,2016-10-26,HanoiStreet RP-81,Outdoor
RET-027847,441495,794,2016-11-15,defective,2,1979.86,125673,2016-10-26,HanoiStreet RP-82,Outdoor
RET-027848,441508,2384,2016-11-15,wrong_size,3,22633.59,87379,2016-10-24,VietMotion UC-32,Streetwear
RET-027849,441551,778,2016-11-14,defective,4,5017.6,138438,2016-10-27,HanoiStreet RP-66,Outdoor
RET-027850,441554,792,2016-11-02,defective,5,3647.45,138526,2016-10-27,HanoiStreet RP-80,Outdoor
RET-027851,441627,2212,2016-11-14,not_as_described,1,1068.46,62036,2016-10-28,VietMotion RP-09,Outdoor
RET-027852,441642,2120,2016-11-19,defective,7,43457.5,23445,2016-10-24,PhoenixWear UM-11,Streetwear
RET-027853,441673,826,2016-11-13,changed_mind,2,22974.36,99363,2016-10-24,HanoiStreet UM-10,Streetwear
RET-027855,441691,2219,2016-11-17,wrong_size,1,1598.49,88511,2016-10-25,VietMotion RP-16,Outdoor
RET-027856,441715,1129,2016-11-20,wrong_size,1,4833.86,79305,2016-10-28,MekongFit UM-06,Streetwear
RET-027857,441731,2084,2016-11-13,changed_mind,1,6995.63,128450,2016-10-28,UrbanVN UC-19,Streetwear
RET-027858,441761,422,2016-11-04,wrong_size,3,28299.37,152122,2016-10-26,SaigonFlex UM-27,Streetwear
RET-027859,441767,2218,2016-11-12,defective,1,1775.94,140237,2016-10-26,VietMotion RP-15,Outdoor
RET-027860,441767,2219,2016-11-14,defective,1,1617.16,140237,2016-10-26,VietMotion RP-16,Outdoor
RET-027861,441791,636,2016-11-17,defective,3,30383.19,139361,2016-10-24,SaigonFlex UC-01,Streetwear
RET-027862,441799,1989,2016-11-16,wrong_size,5,20203.55,136206,2016-10-24,UrbanVN RS-08,Outdoor
RET-027866,441830,2055,2016-11-21,wrong_size,7,44105.67,7784,2016-10-28,UrbanVN UE-15,Streetwear
RET-027867,441831,1213,2016-11-14,defective,2,11139.98,8028,2016-10-27,MekongFit UC-15,Streetwear
RET-027869,441866,2090,2016-11-09,wrong_size,3,11287.48,22475,2016-10-27,UrbanVN UC-25,Streetwear
RET-027870,441912,644,2016-11-24,not_as_described,4,39924.52,109930,2016-10-29,SaigonFlex UC-09,Streetwear
RET-027871,441917,596,2016-11-19,late_delivery,2,17519.21,85750,2016-10-29,SaigonFlex UC-61,Streetwear
RET-027872,441943,491,2016-11-05,not_as_described,1,11202.92,128897,2016-10-29,SaigonFlex UM-96,Streetwear
RET-027873,441963,763,2016-11-04,not_as_described,6,23052.64,143552,2016-10-29,HanoiStreet RP-51,Outdoor
RET-027874,441965,2045,2016-11-15,changed_mind,3,16061.48,143972,2016-10-28,UrbanVN UE-05,Streetwear
RET-027875,441968,816,2016-11-14,wrong_size,1,4074.51,146018,2016-10-29,HanoiStreet RS-20,Outdoor
RET-027877,442032,2365,2016-11-25,defective,2,10979.81,66244,2016-10-30,VietMotion UC-13,Streetwear
RET-027878,442050,826,2016-11-28,changed_mind,3,36980.64,17374,2016-10-30,HanoiStreet UM-10,Streetwear
RET-027879,442063,599,2016-11-16,late_delivery,5,51998.5,75792,2016-10-28,SaigonFlex UC-64,Streetwear
RET-027881,442139,762,2016-11-11,not_as_described,3,6357.07,138225,2016-10-30,HanoiStreet RP-50,Outdoor
RET-027882,442139,792,2016-11-13,defective,5,3451.51,138225,2016-10-30,HanoiStreet RP-80,Outdoor
RET-027883,442146,2345,2016-11-23,changed_mind,2,9941.13,138906,2016-10-28,VietMotion UE-19,Streetwear
RET-027884,442160,2212,2016-11-16,changed_mind,5,5063.75,133607,2016-10-30,VietMotion RP-09,Outdoor
RET-027885,442173,2219,2016-11-27,changed_mind,2,3475.76,146911,2016-10-29,VietMotion RP-16,Outdoor
RET-027886,442211,2365,2016-11-11,wrong_size,2,11773.62,57414,2016-10-30,VietMotion UC-13,Streetwear
RET-027887,442216,745,2016-11-22,changed_mind,1,2451.15,40684,2016-10-28,HanoiStreet RP-33,Outdoor
RET-027888,442216,746,2016-11-05,not_as_described,2,4424.08,40684,2016-10-28,HanoiStreet RP-34,Outdoor
RET-027889,442221,782,2016-11-07,wrong_size,1,1230.85,41133,2016-10-28,HanoiStreet RP-70,Outdoor
RET-027891,442277,691,2016-11-22,wrong_size,1,4550.85,2456,2016-11-01,SaigonFlex UC-56,Streetwear
RET-027892,442284,2284,2016-11-18,wrong_size,3,10288.78,544,2016-10-29,VietMotion RS-17,Outdoor
RET-027894,442296,604,2016-11-14,late_delivery,1,5999.1,6731,2016-10-30,SaigonFlex UC-69,Streetwear
RET-027896,442370,793,2016-11-26,not_as_described,1,895.23,51110,2016-10-31,HanoiStreet RP-81,Outdoor
RET-027897,442370,794,2016-11-17,defective,1,895.66,51110,2016-10-31,HanoiStreet RP-82,Outdoor
RET-027898,442372,2224,2016-11-22,wrong_size,1,757.45,60133,2016-10-30,VietMotion RP-21,Outdoor
RET-027899,442377,1434,2016-11-07,defective,4,16900.41,61272,2016-10-28,VietMode RP-26,Outdoor
RET-027903,442402,808,2016-11-19,defective,3,10997.67,63239,2016-10-30,HanoiStreet RS-12,Outdoor
RET-027904,442430,690,2016-11-15,defective,4,15674.69,48021,2016-11-01,SaigonFlex UC-55,Streetwear
RET-027905,442437,791,2016-11-24,wrong_size,4,2876.12,21197,2016-10-28,HanoiStreet RP-79,Outdoor
RET-027906,442447,89,2016-11-07,changed_mind,1,8853.96,21601,2016-10-28,DragonWear UM-16,Streetwear
RET-027907,442460,2055,2016-11-24,wrong_size,2,13823.56,22352,2016-10-31,UrbanVN UE-15,Streetwear
RET-027908,442466,2388,2016-11-11,changed_mind,1,3912.85,22549,2016-10-28,VietMotion UC-36,Streetwear
RET-027909,442485,791,2016-12-01,late_delivery,1,754.0,17632,2016-11-01,HanoiStreet RP-79,Outdoor
RET-027910,442485,2376,2016-11-29,changed_mind,1,8577.37,17632,2016-11-01,VietMotion UC-24,Streetwear
RET-027911,442507,2284,2016-11-16,not_as_described,3,11316.13,17948,2016-10-31,VietMotion RS-17,Outdoor
RET-027912,442529,977,2016-11-20,late_delivery,1,5427.71,22680,2016-10-29,HanoiStreet UC-40,Streetwear
RET-027913,442540,1136,2016-11-21,changed_mind,6,52122.54,19069,2016-10-29,MekongFit UM-13,Streetwear
RET-027914,442568,927,2016-11-29,changed_mind,1,5745.9,23144,2016-11-01,HanoiStreet UE-36,Streetwear
RET-027917,442626,791,2016-11-16,defective,1,771.43,99385,2016-10-29,HanoiStreet RP-79,Outdoor
RET-027918,442626,2090,2016-11-21,changed_mind,1,4083.55,99385,2016-10-29,UrbanVN UC-25,Streetwear
RET-027919,442641,1217,2016-11-14,defective,7,43377.88,69226,2016-10-31,MekongFit UC-19,Streetwear
RET-027920,442642,1213,2016-11-15,changed_mind,2,10971.69,69287,2016-10-28,MekongFit UC-15,Streetwear
RET-027921,442644,604,2016-11-21,changed_mind,2,10677.8,77673,2016-10-29,SaigonFlex UC-69,Streetwear
RET-027923,442730,792,2016-11-12,changed_mind,4,2984.37,85237,2016-10-31,HanoiStreet RP-80,Outdoor
RET-027925,442761,691,2016-11-26,wrong_size,1,4165.77,105356,2016-10-29,SaigonFlex UC-56,Streetwear
RET-027927,442793,2280,2016-11-16,defective,3,5921.07,118394,2016-10-30,VietMotion RS-13,Outdoor
RET-027929,442831,496,2016-11-25,wrong_size,2,19764.89,94989,2016-10-31,SaigonFlex UM-01,Streetwear
RET-027930,442859,1171,2016-11-11,wrong_size,1,4361.27,100645,2016-10-30,MekongFit UE-07,Streetwear
RET-027932,442901,432,2016-11-12,wrong_size,3,32094.87,127210,2016-10-29,SaigonFlex UM-37,Streetwear
RET-027933,442911,2224,2016-11-14,defective,1,733.56,125105,2016-10-29,VietMotion RP-21,Outdoor
RET-027934,442922,2064,2016-11-18,not_as_described,4,23963.22,132182,2016-11-01,UrbanVN UE-24,Streetwear
RET-027936,442966,2064,2016-11-21,defective,2,12010.95,146630,2016-10-30,UrbanVN UE-24,Streetwear
RET-027937,442998,1212,2016-11-12,changed_mind,2,8220.5,153855,2016-10-30,MekongFit UC-14,Streetwear
RET-027938,443039,1098,2016-11-10,late_delivery,1,3426.09,143786,2016-10-31,MekongFit RP-44,Outdoor
RET-027939,443042,792,2016-11-09,wrong_size,7,5409.4,143798,2016-10-28,HanoiStreet RP-80,Outdoor
RET-027940,443070,764,2016-11-20,changed_mind,3,11232.58,145210,2016-10-31,HanoiStreet RP-52,Outdoor
RET-027941,443114,760,2016-11-16,changed_mind,3,5507.82,139842,2016-11-01,HanoiStreet RP-48,Outdoor
RET-027945,443159,2150,2016-11-17,changed_mind,2,10362.23,138122,2016-11-01,PhoenixWear UE-03,Streetwear
RET-027947,443165,761,2016-11-21,wrong_size,1,2199.2,138272,2016-10-29,HanoiStreet RP-49,Outdoor
RET-027948,443195,394,2016-11-23,not_as_described,3,52120.27,138894,2016-11-01,SaigonFlex RS-01,Outdoor
RET-027949,443196,394,2016-11-14,wrong_size,5,94812.77,138890,2016-11-01,SaigonFlex RS-01,Outdoor
RET-027950,443196,2099,2016-11-21,defective,8,35293.02,138890,2016-11-01,UrbanVN YY-03,GenZ
RET-027951,443198,733,2016-11-19,changed_mind,7,26088.68,138973,2016-10-29,HanoiStreet RP-21,Outdoor
RET-027952,443198,734,2016-11-19,defective,2,8429.48,138973,2016-10-29,HanoiStreet RP-22,Outdoor
RET-027953,443198,2084,2016-11-25,wrong_size,4,30748.74,138973,2016-10-29,UrbanVN UC-19,Streetwear
RET-027954,443209,1518,2016-11-23,wrong_size,7,15371.92,139153,2016-11-01,VietMode RP-10,Outdoor
RET-027955,443236,1989,2016-11-10,defective,2,7908.53,132449,2016-11-01,UrbanVN RS-08,Outdoor
RET-027956,443241,733,2016-11-13,defective,2,8156.28,139356,2016-10-30,HanoiStreet RP-21,Outdoor
RET-027958,443252,636,2016-11-23,not_as_described,4,39599.54,139562,2016-11-01,SaigonFlex UC-01,Streetwear
RET-027959,443268,1924,2016-11-11,changed_mind,3,10879.82,133529,2016-10-29,UrbanVN MA-17,Casual
RET-027960,443277,2084,2016-11-17,wrong_size,5,38010.75,134558,2016-10-28,UrbanVN UC-19,Streetwear
RET-027962,443295,1065,2016-11-23,defective,2,6574.9,136134,2016-11-01,MekongFit RP-11,Outdoor
RET-027964,443355,496,2016-11-23,changed_mind,6,58791.39,150175,2016-11-01,SaigonFlex UM-01,Streetwear
RET-027965,443408,438,2016-11-11,defective,1,11526.57,52633,2016-10-29,SaigonFlex UM-43,Streetwear
RET-027966,443414,1086,2016-11-12,wrong_size,3,3148.36,77740,2016-10-29,MekongFit RP-32,Outdoor
RET-027967,443445,609,2016-11-22,wrong_size,2,18965.29,132194,2016-10-29,SaigonFlex UC-74,Streetwear
RET-027968,443461,1229,2016-11-25,changed_mind,3,8451.59,151959,2016-10-31,MekongFit UC-31,Streetwear
RET-027969,443464,1115,2016-11-23,not_as_described,1,4744.13,140143,2016-10-30,MekongFit RS-03,Outdoor
RET-027970,443473,1182,2016-11-07,wrong_size,6,13136.68,141504,2016-10-29,MekongFit UE-18,Streetwear
RET-027971,443487,1819,2016-11-20,late_delivery,1,2756.52,136118,2016-10-31,SaigonCore YY-14,GenZ
RET-027972,443510,487,2016-11-23,not_as_described,1,11536.45,55281,2016-10-31,SaigonFlex UM-92,Streetwear
RET-027973,443520,604,2016-11-26,defective,1,5406.08,22838,2016-11-01,SaigonFlex UC-69,Streetwear
RET-027974,443527,1186,2016-11-28,defective,3,12842.08,72716,2016-11-02,MekongFit UE-22,Streetwear
RET-027976,443585,763,2016-11-17,changed_mind,3,10725.05,57227,2016-11-01,HanoiStreet RP-51,Outdoor
RET-027977,443587,496,2016-11-24,wrong_size,1,11091.2,40649,2016-10-31,SaigonFlex UM-01,Streetwear
RET-027978,443591,2269,2016-11-16,wrong_size,1,3733.97,9111,2016-11-04,VietMotion RS-02,Outdoor
RET-027979,443665,415,2016-11-25,wrong_size,3,26698.72,100165,2016-10-31,SaigonFlex UM-20,Streetwear
RET-027982,443691,1433,2016-11-15,wrong_size,8,34114.9,144980,2016-11-03,VietMode RP-25,Outdoor
RET-027983,443709,1528,2016-11-14,defective,3,12092.78,138045,2016-10-31,VietMode RP-20,Outdoor
RET-027984,443713,2224,2016-11-20,wrong_size,3,2062.39,138626,2016-10-31,VietMotion RP-21,Outdoor
RET-027985,443718,1085,2016-11-17,changed_mind,1,1122.77,138795,2016-11-03,MekongFit RP-31,Outdoor
RET-027986,443718,1086,2016-11-22,changed_mind,1,1082.25,138795,2016-11-03,MekongFit RP-32,Outdoor
RET-027987,443727,1454,2016-11-22,wrong_size,4,19074.24,139427,2016-11-04,VietMode RP-46,Outdoor
RET-027988,443735,433,2016-11-21,changed_mind,1,10548.13,135164,2016-11-01,SaigonFlex UM-38,Streetwear
RET-027989,443747,491,2016-11-27,not_as_described,3,31965.25,64704,2016-11-04,SaigonFlex UM-96,Streetwear
RET-027991,443783,2058,2016-11-27,wrong_size,1,3165.24,128394,2016-11-03,UrbanVN UE-18,Streetwear
RET-027992,443796,791,2016-11-13,wrong_size,1,790.25,135253,2016-11-03,HanoiStreet RP-79,Outdoor
RET-027993,443807,2212,2016-12-02,not_as_described,2,1877.52,63548,2016-11-06,VietMotion RP-09,Outdoor
RET-027994,443842,604,2016-11-12,changed_mind,1,5520.37,6577,2016-11-03,SaigonFlex UC-69,Streetwear
RET-027995,443844,569,2016-12-01,wrong_size,7,75469.92,3666,2016-11-05,SaigonFlex UC-34,Streetwear
RET-027996,443872,2331,2016-11-13,not_as_described,1,6427.19,19600,2016-11-07,VietMotion UE-05,Streetwear
RET-027998,443939,808,2016-11-20,wrong_size,2,7409.37,151778,2016-11-04,HanoiStreet RS-12,Outdoor
RET-028000,443942,733,2016-11-22,changed_mind,6,23091.42,139982,2016-11-05,HanoiStreet RP-21,Outdoor
RET-028001,443942,734,2016-11-27,late_delivery,1,4516.26,139982,2016-11-05,HanoiStreet RP-22,Outdoor
RET-028002,443961,808,2016-11-25,changed_mind,5,20298.81,138912,2016-11-07,HanoiStreet RS-12,Outdoor
RET-028004,444037,596,2016-11-17,changed_mind,1,8895.49,54035,2016-11-08,SaigonFlex UC-61,Streetwear
RET-028005,444052,2295,2016-11-24,defective,2,19405.32,17646,2016-11-07,VietMotion UM-10,Streetwear
RET-028006,444069,2225,2016-11-23,changed_mind,1,752.67,71353,2016-11-05,VietMotion RP-22,Outdoor
RET-028007,444070,674,2016-11-26,wrong_size,8,59465.78,53359,2016-11-04,SaigonFlex UC-39,Streetwear
RET-028008,444071,2387,2016-11-13,not_as_described,1,5854.29,73042,2016-11-05,VietMotion UC-35,Streetwear
RET-028009,444074,977,2016-11-17,wrong_size,1,5417.8,74278,2016-11-07,HanoiStreet UC-40,Streetwear
RET-028011,444140,487,2016-12-08,changed_mind,1,10681.01,152095,2016-11-08,SaigonFlex UM-92,Streetwear
RET-028014,444190,792,2016-11-29,late_delivery,3,2141.16,150903,2016-11-04,HanoiStreet RP-80,Outdoor
RET-028015,444195,1916,2016-11-22,defective,5,15592.38,149316,2016-11-05,UrbanVN MA-09,Casual
RET-028016,444201,586,2016-11-28,defective,1,4093.76,56921,2016-11-08,SaigonFlex UC-51,Streetwear
RET-028017,444221,809,2016-11-30,wrong_size,6,16507.89,65591,2016-11-07,HanoiStreet RS-13,Outdoor
RET-028018,444229,2254,2016-11-22,changed_mind,1,625.8,50712,2016-11-06,VietMotion RP-51,Outdoor
RET-028019,444229,2255,2016-11-24,changed_mind,1,610.88,50712,2016-11-06,VietMotion RP-52,Outdoor
RET-028020,444231,793,2016-11-24,wrong_size,5,4414.29,60423,2016-11-07,HanoiStreet RP-81,Outdoor
RET-028021,444231,794,2016-11-26,not_as_described,3,2900.27,60423,2016-11-07,HanoiStreet RP-82,Outdoor
RET-028022,444297,1907,2016-11-16,defective,2,22615.23,101219,2016-11-05,BambooCraft UC-26,Streetwear
RET-028023,444321,764,2016-11-21,wrong_size,1,3847.43,154903,2016-11-09,HanoiStreet RP-52,Outdoor
RET-028024,444339,2053,2016-11-25,wrong_size,7,26103.63,141154,2016-11-07,UrbanVN UE-13,Streetwear
RET-028025,444343,2334,2016-12-03,defective,6,24513.6,138738,2016-11-08,VietMotion UE-08,Streetwear
RET-028026,444347,1097,2016-11-20,wrong_size,1,3197.3,139058,2016-11-08,MekongFit RP-43,Outdoor
RET-028027,444347,1098,2016-11-25,wrong_size,5,15658.32,139058,2016-11-08,MekongFit RP-44,Outdoor
RET-028029,444400,438,2016-11-25,late_delivery,1,10879.3,61070,2016-11-10,SaigonFlex UM-43,Streetwear
RET-028031,444411,2355,2016-11-25,wrong_size,5,34428.08,21515,2016-11-10,VietMotion UC-03,Streetwear
RET-028032,444436,804,2016-11-24,late_delivery,1,1792.77,45481,2016-11-08,HanoiStreet RS-08,Outdoor
RET-028033,444442,965,2016-11-26,wrong_size,2,10447.71,35514,2016-11-07,HanoiStreet UC-28,Streetwear
RET-028034,444495,443,2016-11-27,defective,5,47302.75,137834,2016-11-08,SaigonFlex UM-48,Streetwear
RET-028035,444530,792,2016-12-02,not_as_described,2,1542.57,136112,2016-11-06,HanoiStreet RP-80,Outdoor
RET-028036,444549,2120,2016-11-19,defective,6,37951.6,12416,2016-11-08,PhoenixWear UM-11,Streetwear
RET-028038,444560,599,2016-11-24,wrong_size,1,10539.84,44028,2016-11-11,SaigonFlex UC-64,Streetwear
RET-028039,444613,777,2016-12-05,defective,2,2681.22,99859,2016-11-10,HanoiStreet RP-65,Outdoor
RET-028040,444636,763,2016-11-24,not_as_described,1,3708.35,95539,2016-11-09,HanoiStreet RP-51,Outdoor
RET-028041,444652,777,2016-11-16,wrong_size,7,10119.95,124611,2016-11-07,HanoiStreet RP-65,Outdoor
RET-028042,444652,778,2016-11-29,changed_mind,4,5382.65,124611,2016-11-07,HanoiStreet RP-66,Outdoor
RET-028043,444676,2224,2016-12-02,not_as_described,3,2265.85,143070,2016-11-10,VietMotion RP-21,Outdoor
RET-028045,444721,2218,2016-11-22,defective,1,1785.47,136340,2016-11-11,VietMotion RP-15,Outdoor
RET-028046,444721,2219,2016-12-09,not_as_described,2,3189.7,136340,2016-11-11,VietMotion RP-16,Outdoor
RET-028047,444744,977,2016-12-04,changed_mind,2,10692.78,52243,2016-11-10,HanoiStreet UC-40,Streetwear
RET-028050,444778,443,2016-12-05,changed_mind,4,37048.93,144111,2016-11-10,SaigonFlex UM-48,Streetwear
RET-028051,444780,965,2016-11-25,late_delivery,4,21085.9,144379,2016-11-12,HanoiStreet UC-28,Streetwear
RET-028053,444830,496,2016-11-28,not_as_described,1,10121.22,139578,2016-11-10,SaigonFlex UM-01,Streetwear
RET-028055,444860,599,2016-12-02,wrong_size,2,20581.33,65525,2016-11-11,SaigonFlex UC-64,Streetwear
RET-028056,444869,487,2016-12-12,late_delivery,1,12512.02,60243,2016-11-14,SaigonFlex UM-92,Streetwear
RET-028057,444876,1085,2016-12-01,changed_mind,4,4061.81,63820,2016-11-11,MekongFit RP-31,Outdoor
RET-028058,444876,1086,2016-11-21,not_as_described,1,1139.93,63820,2016-11-11,MekongFit RP-32,Outdoor
RET-028059,444888,426,2016-12-06,changed_mind,1,10459.37,17430,2016-11-14,SaigonFlex UM-31,Streetwear
RET-028060,444889,443,2016-12-07,defective,5,46046.81,17551,2016-11-12,SaigonFlex UM-48,Streetwear
RET-028061,444891,115,2016-11-26,defective,3,29010.03,17760,2016-11-14,DragonWear UM-42,Streetwear
RET-028062,444938,2090,2016-12-04,wrong_size,1,4036.65,96475,2016-11-12,UrbanVN UC-25,Streetwear
RET-028066,444958,487,2016-11-23,late_delivery,1,12752.98,123367,2016-11-13,SaigonFlex UM-92,Streetwear
RET-028067,444969,1053,2016-11-27,not_as_described,1,2937.99,108136,2016-11-10,MekongFit MA-11,Casual
RET-028068,444986,599,2016-11-29,wrong_size,4,36641.99,144331,2016-11-14,SaigonFlex UC-64,Streetwear
RET-028069,444990,1085,2016-11-20,wrong_size,2,2112.05,144848,2016-11-10,MekongFit RP-31,Outdoor
RET-028070,444990,1086,2016-11-21,defective,2,1941.81,144848,2016-11-10,MekongFit RP-32,Outdoor
RET-028071,445020,487,2016-11-21,defective,1,12887.21,141509,2016-11-12,SaigonFlex UM-92,Streetwear
RET-028072,445027,636,2016-11-23,wrong_size,2,21705.76,141725,2016-11-12,SaigonFlex UC-01,Streetwear
RET-028073,445031,2331,2016-11-28,wrong_size,2,12445.84,133529,2016-11-14,VietMotion UE-05,Streetwear
RET-028074,445058,487,2016-11-23,changed_mind,7,86840.0,43029,2016-11-14,SaigonFlex UM-92,Streetwear
RET-028075,445077,580,2016-11-21,wrong_size,4,35534.32,64327,2016-11-11,SaigonFlex UC-45,Streetwear
RET-028077,445116,2064,2016-11-29,not_as_described,2,11950.27,18566,2016-11-11,UrbanVN UE-24,Streetwear
RET-028078,445132,496,2016-12-09,not_as_described,1,10795.04,20476,2016-11-13,SaigonFlex UM-01,Streetwear
RET-028080,445188,2224,2016-12-11,changed_mind,1,714.2,101531,2016-11-15,VietMotion RP-21,Outdoor
RET-028081,445188,2225,2016-11-27,not_as_described,5,3583.59,101531,2016-11-15,VietMotion RP-22,Outdoor
RET-028082,445191,615,2016-12-03,changed_mind,2,14749.19,94325,2016-11-13,SaigonFlex UC-80,Streetwear
RET-028084,445223,1433,2016-12-04,late_delivery,2,8761.13,108479,2016-11-12,VietMode RP-25,Outdoor
RET-028085,445237,791,2016-12-02,late_delivery,4,2964.54,143553,2016-11-14,HanoiStreet RP-79,Outdoor
